AMOUNT,APPTXNMOD,AUTH_CODE_AC,BANK_NAME_2H,CARD_TYPE_CT,DATE_TIME_DT,INVOICE_IN,LAST4CARDNO,MRCHNT_ID_MID,PMS_MODULE,PMS_NUMBER,PMS_SYSTEM_DT,RESP_CODE_RC,RETRIEVAL_REF_NUM_RRN,SERVICE_PROVIDER_2H,TERM_ID_TID,TRANSAC_TYPE,ZONE
233,175165839385746369,-,NQRD,QRD,2025-02-10,-,0000,NMH,PWB BOOKING,2022276107,2025-02-10,S,262729076468,Master,QRD,RECPT,8
171,871237402480533282,,NQRD,QRD,2025-02-05,,0000,RTM,LT BOOKING,4002153229,2025-02-05,S,263047498377,Master,QRD,RECPT,8
4518,47458642974665648,-,NQRD,QRD,2025-02-10,-,0000,COR,PWB BOOKING,2022273990,2025-02-10,S,263218333149,Master,QRD,RECPT,8
346,381675532345668879,-,NQRD,QRD,2025-02-06,-,0000,UJN,PWB BOOKING,2022243010,2025-02-06,S,284082281683,Master,QRD,RECPT,8
221,470941946772061681,-,NQRD,QRD,2025-02-05,-,0000,UDN,PWB DELIVERY,9000349996,2025-02-05,S,284085574613,Master,QRD,RECPT,8
1059,447464735264988389,-,NQRD,QRD,2025-02-11,-,0000,ST,PWB BOOKING,1008659209,2025-02-11,S,284845071291,Master,QRD,RECPT,8
49,175815736742985270,-,NQRD,QRD,2025-02-05,-,0000,BDTS,PWB BOOKING,1008637736,2025-02-05,S,305887945762,Master,QRD,RECPT,8
177,422815069187580760,-,NQRD,QRD,2025-02-05,-,0000,BHUJ,PWB BOOKING,2022232101,2025-02-05,S,306065122936,Master,QRD,RECPT,8
260,512524600737092886,,NQRD,QRD,2025-02-09,,0000,INDB,LT BOOKING,4002157678,2025-02-09,S,348862648363,Master,QRD,RECPT,8
423,19671129486574700,-,NQRD,QRD,2025-02-05,-,0000,ADI,PWB DELIVERY,9000345610,2025-02-05,S,348876318890,Master,QRD,RECPT,8
157,251535581752669428,-,NQRD,QRD,2025-02-05,-,0000,BDTS,PWB BOOKING,1008636886,2025-02-05,S,348890182787,Master,QRD,RECPT,8
3,116645014366963243,-,NQRD,QRD,2025-02-09,-,0000,INDB,PWB BOOKING,2022264205,2025-02-09,S,372372271651,Master,QRD,RECPT,8
59,951033434352871596,-,NQRD,QRD,2025-02-11,-,0000,ADI,PWB DELIVERY,9000430739,2025-02-11,S,393497190201,Master,QRD,RECPT,8
452,727601305514508101,-,NQRD,QRD,2025-02-12,-,0000,PNU,PWB BOOKING,2022289481,2025-02-12,S,412894688060,Master,QRD,RECPT,8
230,801699379809124978,-,NQRD,QRD,2025-02-06,-,0000,RTM,PWB BOOKING,2022241375,2025-02-06,S,412950444744,Master,QRD,RECPT,8
260,189504651540342084,,NQRD,QRD,2025-02-08,,0000,INDB,LT BOOKING,4002155951,2025-02-08,S,094124970261,Master,QRD,RECPT,8
8,105839713574571630,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000444150,2025-02-12,S,094918853884,Master,QRD,RECPT,8
914,231413528684352232,,NQRD,QRD,2025-02-09,,0000,ST,LT BOOKING,4002157082,2025-02-09,S,095028936990,Master,QRD,RECPT,8
390,403641184859773321,-,NQRD,QRD,2025-02-08,-,0000,VAPI,PWB BOOKING,1008650855,2025-02-08,S,095047843146,Master,QRD,RECPT,8
195,651332128838349773,-,NQRD,QRD,2025-02-07,-,0000,BDTS,PWB BOOKING,2022250161,2025-02-07,S,114135611077,Master,QRD,RECPT,8
633,923908365278953131,-,NQRD,QRD,2025-02-11,-,0000,INDB,PWB BOOKING,1008658594,2025-02-11,S,134211549792,Master,QRD,RECPT,8
3,724578732299256637,-,NQRD,QRD,2025-02-10,-,0000,ADI,PWB DELIVERY,9000411933,2025-02-10,S,156535120457,Master,QRD,RECPT,8
342,522051525852948832,-,NQRD,QRD,2025-02-11,-,0000,UJN,PWB BOOKING,2022283625,2025-02-11,S,178863545763,Master,QRD,RECPT,8
2482,132126636170371105,,NQRD,QRD,2025-02-09,,0000,DADN,LT BOOKING,4002158019,2025-02-09,S,330555142508,Master,QRD,RECPT,8
1271,910687080546240779,-,NQRD,QRD,2025-02-07,-,0000,ADI,PWB DELIVERY,9000375986,2025-02-07,S,331207558708,Master,QRD,RECPT,8
49,325901415773726995,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB BOOKING,2022255631,2025-02-08,S,351942034677,Master,QRD,RECPT,8
88,502140254884429310,-,NQRD,QRD,2025-02-09,-,0000,ADI,PWB DELIVERY,9000399415,2025-02-09,S,352247637216,Master,QRD,RECPT,8
123,237168616690962452,-,NQRD,QRD,2025-02-12,-,0000,NAD,PWB BOOKING,2022289228,2025-02-12,S,504323784345,Master,QRD,RECPT,8
378,494299517609184305,-,NQRD,QRD,2025-02-12,-,0000,BDTS,PWB DELIVERY,9000443416,2025-02-12,S,504324140220,Master,QRD,RECPT,8
2,491986432440633409,-,NQRD,QRD,2025-02-12,-,0000,UDN,PWB DELIVERY,9000443613,2025-02-12,S,504324832357,Master,QRD,RECPT,8
15,268892350872732414,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000443686,2025-02-12,S,504324989086,Master,QRD,RECPT,8
73,796017754576301400,,NQRD,QRD,2025-02-12,,0000,BRC,LT BOOKING,3001200315,2025-02-12,S,504324997019,Master,QRD,RECPT,8
861,173991842259774782,,NQRD,QRD,2025-02-12,,0000,DDR,LT BOOKING,3001199933,2025-02-12,S,504357416521,Master,QRD,RECPT,8
563,748727299314390907,-,NQRD,QRD,2025-02-12,-,0000,VRL,PWB BOOKING,1008662237,2025-02-12,S,504358334783,Master,QRD,RECPT,8
827,796150339729470323,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,1008664471,2025-02-12,S,504358855870,Master,QRD,RECPT,8
201,11598805427980041,,NQRD,QRD,2025-02-12,,0000,MMCT,MR,8000436479,2025-02-12,S,504359121528,-,QRD,RECPT,8
103,677735724300612004,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,2022288002,2025-02-12,S,504383399921,Master,QRD,RECPT,8
1322,884406241100088603,,NQRD,QRD,2025-02-12,,0000,BVI,LT BOOKING,4002160514,2025-02-12,S,504383591771,Master,QRD,RECPT,8
3,546326045186699816,-,NQRD,QRD,2025-02-12,-,0000,ANND,PWB BOOKING,1008662717,2025-02-12,S,504383880080,OTH,QRD,RECPT,8
209,759235815343307465,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,1008663977,2025-02-12,S,504384040607,Master,QRD,RECPT,8
1109,660585223161459997,,NQRD,QRD,2025-02-12,,0000,JND,LT BOOKING,3001200489,2025-02-12,S,504384133049,Master,QRD,RECPT,8
3060,958273146565391938,-,NQRD,QRD,2025-02-05,-,0000,INDB,PWB BOOKING,2022233743,2025-02-05,S,507537297184,Master,QRD,RECPT,8
123,671944670157068323,-,NQRD,QRD,2025-02-07,-,0000,BDTS,PWB BOOKING,1008643838,2025-02-07,S,507670348266,Master,QRD,RECPT,8
402,898598704181066856,-,NQRD,QRD,2025-02-11,-,0000,BDTS,PWB BOOKING,2022279920,2025-02-11,S,504218320517,Master,QRD,RECPT,8
21,356431084472827780,-,NQRD,QRD,2025-02-11,-,0000,ST,PWB DELIVERY,9000428237,2025-02-11,S,504232367442,Master,QRD,RECPT,8
765,12133623459896024,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,1008659365,2025-02-11,S,504232496750,Master,QRD,RECPT,8
11,565413270837520741,-,NQRD,QRD,2025-02-11,-,0000,MMCT,PWB DELIVERY,9000427383,2025-02-11,S,504232811409,Master,QRD,RECPT,8
34,899109079705458934,-,NQRD,QRD,2025-02-11,-,0000,GIMB,PWB DELIVERY,9000431216,2025-02-11,S,504232967511,Master,QRD,RECPT,8
207,706636837185311690,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,1008661158,2025-02-11,S,504233061941,Master,QRD,RECPT,8
500,26197337148990775,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,1008659189,2025-02-11,S,504255431124,Master,QRD,RECPT,8
70,398601654151611200,-,NQRD,QRD,2025-02-11,-,0000,ADI,PWB DELIVERY,9000430980,2025-02-11,S,504277443720,Master,QRD,RECPT,8
2016,353124103231756711,-,NQRD,QRD,2025-02-11,-,0000,BHUJ,PWB BOOKING,2022282101,2025-02-11,S,504277832485,Master,QRD,RECPT,8
137,664666549453086560,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,1008661315,2025-02-11,S,504277972220,Master,QRD,RECPT,8
53,13495099945938600,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB DELIVERY,9000430424,2025-02-11,S,504297146729,Master,QRD,RECPT,8
1549,393881170532462205,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,2022285524,2025-02-11,S,504297171212,Master,QRD,RECPT,8
670,164250499702852384,-,NQRD,QRD,2025-02-12,-,0000,ST,PWB BOOKING,2022294019,2025-02-12,S,504310209850,Master,QRD,RECPT,8
818,132072630878924084,,NQRD,QRD,2025-02-12,,0000,BRC,LT BOOKING,3001200111,2025-02-12,S,504310270015,Master,QRD,RECPT,8
7,765357244387651617,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,1008661808,2025-02-12,S,504310350135,Master,QRD,RECPT,8
122,893923796518321451,-,NQRD,QRD,2025-02-12,-,0000,ST,PWB BOOKING,1008665217,2025-02-12,S,504310364724,Master,QRD,RECPT,8
105,694690824567990577,,NQRD,QRD,2025-02-12,,0000,ST,LT BOOKING,3001200795,2025-02-12,S,504310447718,Master,QRD,RECPT,8
42,559035570622909750,-,NQRD,QRD,2025-02-12,-,0000,RJT,PWB DELIVERY,9000438107,2025-02-12,S,504310479947,Master,QRD,RECPT,8
58,218557710207455828,,NQRD,QRD,2025-02-12,,0000,ST,LT BOOKING,3001200798,2025-02-12,S,504310584369,Master,QRD,RECPT,8
128,802766341647236814,,NQRD,QRD,2025-02-12,,0000,ST,LT BOOKING,3001200852,2025-02-12,S,504310689221,Master,QRD,RECPT,8
501,635999633332074014,,NQRD,QRD,2025-02-12,,0000,JAM,LT BOOKING,3001199775,2025-02-12,S,504313682259,OTH,QRD,RECPT,8
17,117751668503710900,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000434477,2025-02-12,S,504314089703,Master,QRD,RECPT,8
3,248670215311372879,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000439387,2025-02-12,S,504314320081,Master,QRD,RECPT,8
77,742862411631309007,-,NQRD,QRD,2025-02-12,-,0000,INDB,PWB BOOKING,1008665370,2025-02-12,S,504314411971,Master,QRD,RECPT,8
11,144994149854902434,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB DELIVERY,9000440775,2025-02-12,S,504317361596,Master,QRD,RECPT,8
89,409264516477991197,-,NQRD,QRD,2025-02-12,-,0000,ST,PWB BOOKING,1008662731,2025-02-12,S,504317383843,Master,QRD,RECPT,8
9,537961194214477159,-,NQRD,QRD,2025-02-12,-,0000,ST,PWB BOOKING,1008665254,2025-02-12,S,504325415394,Master,QRD,RECPT,8
231,947205983665997396,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB DELIVERY,9000436711,2025-02-12,S,504359793723,Master,QRD,RECPT,8
59,624350086122964619,-,NQRD,QRD,2025-02-12,-,0000,UDN,PWB DELIVERY,9000438498,2025-02-12,S,504360286837,Master,QRD,RECPT,8
494,197674953523454990,-,NQRD,QRD,2025-02-12,-,0000,BH,PWB BOOKING,1008662291,2025-02-12,S,504360443769,Master,QRD,RECPT,8
177,468026591377489949,-,NQRD,QRD,2025-02-12,-,0000,BDTS,PWB BOOKING,2022291385,2025-02-12,S,504360498101,Master,QRD,RECPT,8
231,801116073331709243,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000440572,2025-02-12,S,504360574617,Master,QRD,RECPT,8
45,558318013400380792,-,NQRD,QRD,2025-02-12,-,0000,INDB,PWB BOOKING,2022287483,2025-02-12,S,504362241284,Master,QRD,RECPT,8
604,202054403862769431,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,1008663984,2025-02-12,S,504384264728,Master,QRD,RECPT,8
488,881759521532389507,,NQRD,QRD,2025-02-12,,0000,ND,LT BOOKING,3001200453,2025-02-12,S,504384995218,OTH,QRD,RECPT,8
1109,955331956523237683,-,NQRD,QRD,2025-02-12,-,0000,BRC,PWB BOOKING,2022291689,2025-02-12,S,504385059787,Master,QRD,RECPT,8
32,133523546705920231,,NQRD,QRD,2025-02-12,,0000,BVI,LT BOOKING,3001200500,2025-02-12,S,504385506530,Master,QRD,RECPT,8
44,834052189636070205,-,NQRD,QRD,2025-02-08,-,0000,NDB,PWB BOOKING,2022263197,2025-02-08,S,509686953523,Master,QRD,RECPT,8
515,125329390825929538,-,NQRD,QRD,2025-02-11,-,0000,ST,PWB DELIVERY,9000428359,2025-02-11,S,504212383882,Master,QRD,RECPT,8
782,223724478159506879,-,NQRD,QRD,2025-02-11,-,0000,BDTS,PWB BOOKING,1008660725,2025-02-11,S,504212559563,Master,QRD,RECPT,8
1233,171394083301198216,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,2022281997,2025-02-11,S,504218714742,Master,QRD,RECPT,8
668,569122297469515622,-,NQRD,QRD,2025-02-06,-,0000,INDB,PWB BOOKING,1008641215,2025-02-06,S,178953283047,Master,QRD,RECPT,8
200,597107555136661704,-,NQRD,QRD,2025-02-05,-,0000,ADI,PWB DELIVERY,9000343232,2025-02-05,S,179190604835,Master,QRD,RECPT,8
638,439195998371133111,-,NQRD,QRD,2025-02-05,-,0000,RTM,PWB BOOKING,1008637150,2025-02-05,S,199728253069,Master,QRD,RECPT,8
371,150699700568103195,-,NQRD,QRD,2025-02-05,-,0000,INDB,PWB BOOKING,2022235930,2025-02-05,S,219610259562,Master,QRD,RECPT,8
2497,161715166343847857,-,NQRD,QRD,2025-02-08,-,0000,GIMB,PWB BOOKING,2022262153,2025-02-08,S,219769969052,Master,QRD,RECPT,8
36,488372039702597061,-,NQRD,QRD,2025-02-10,-,0000,ST,PWB DELIVERY,9000408700,2025-02-10,S,220014992090,Master,QRD,RECPT,8
472,144955958582129500,-,NQRD,QRD,2025-02-08,-,0000,RJT,PWB BOOKING,1008648106,2025-02-08,S,240818801916,Master,QRD,RECPT,8
242,531654816740130522,-,NQRD,QRD,2025-02-08,-,0000,GIMB,PWB DELIVERY,9000388687,2025-02-08,S,241299815631,Master,QRD,RECPT,8
13,599643321743564907,-,NQRD,QRD,2025-02-08,-,0000,ADI,PWB DELIVERY,9000385399,2025-02-08,S,241578114899,Master,QRD,RECPT,8
1320,976231334674531278,-,NQRD,QRD,2025-02-07,-,0000,INDB,PWB BOOKING,2022250992,2025-02-07,S,263453017879,Master,QRD,RECPT,8
9959,104849567261617920,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB BOOKING,2022258679,2025-02-08,S,263713960837,Master,QRD,RECPT,8
268,161378506506788992,-,NQRD,QRD,2025-02-11,-,0000,VAPI,PWB BOOKING,1008661622,2025-02-11,S,263803919060,Master,QRD,RECPT,8
32,66822953477266850,-,NQRD,QRD,2025-02-09,-,0000,BRC,PWB BOOKING,1008651188,2025-02-09,S,263876070990,Master,QRD,RECPT,8
186,620551076145605821,-,NQRD,QRD,2025-02-11,-,0000,INDB,PWB BOOKING,2022281849,2025-02-11,S,286396844353,Master,QRD,RECPT,8
3714,708551701167344131,,NQRD,QRD,2025-02-05,,0000,UJN,LT BOOKING,4002152495,2025-02-05,S,306838747794,Master,QRD,RECPT,8
2078,478289150569559229,-,NQRD,QRD,2025-02-12,-,0000,INDB,PWB BOOKING,2022289136,2025-02-12,S,307019520408,Master,QRD,RECPT,8
212,98481138113269019,-,NQRD,QRD,2025-02-06,-,0000,INDB,PWB BOOKING,1008641268,2025-02-06,S,307086175463,Master,QRD,RECPT,8
51,943448168819537802,-,NQRD,QRD,2025-02-05,-,0000,NWU,PWB BOOKING,2022236921,2025-02-05,S,307680604382,Master,QRD,RECPT,8
5,448563786184202241,-,NQRD,QRD,2025-02-05,-,0000,ADI,PWB DELIVERY,9000348687,2025-02-05,S,350601204681,Master,QRD,RECPT,8
63,129840530367809333,-,NQRD,QRD,2025-02-09,-,0000,SBIB,PWB DELIVERY,9000404946,2025-02-09,S,351308713285,Master,QRD,RECPT,8
1216,202912087872586524,-,NQRD,QRD,2025-02-08,-,0000,PNU,PWB BOOKING,2022260946,2025-02-08,S,351542363571,Master,QRD,RECPT,8
15,654332883683083293,-,NQRD,QRD,2025-02-06,-,0000,ADI,PWB DELIVERY,9000361096,2025-02-06,S,372529276572,Master,QRD,RECPT,8
284,829529535156069756,-,NQRD,QRD,2025-02-05,-,0000,INDB,PWB DELIVERY,9000351244,2025-02-05,S,372898903700,Master,QRD,RECPT,8
11,384766724779396685,-,NQRD,QRD,2025-02-07,-,0000,BL,PWB DELIVERY,9000370119,2025-02-07,S,373552125351,Master,QRD,RECPT,8
642,687224521810309955,-,NQRD,QRD,2025-02-06,-,0000,RTM,PWB DELIVERY,9000364009,2025-02-06,S,394277298038,Master,QRD,RECPT,8
221,148936781449155445,,NQRD,QRD,2025-02-11,,0000,INDB,LT BOOKING,4002159637,2025-02-11,S,394576003277,Master,QRD,RECPT,8
18,487527937856420821,-,NQRD,QRD,2025-02-12,-,0000,ADI,PWB DELIVERY,9000439377,2025-02-12,S,415475116653,Master,QRD,RECPT,8
267,317627406754757246,-,NQRD,QRD,2025-02-12,-,0000,COR,PWB BOOKING,2022288942,2025-02-12,S,095349480222,Master,QRD,RECPT,8
6,838293324292261626,-,NQRD,QRD,2025-02-11,-,0000,INDB,PWB BOOKING,2022278699,2025-02-11,S,114974801888,Master,QRD,RECPT,8
3,538441643101695602,-,NQRD,QRD,2025-02-07,-,0000,INDB,PWB BOOKING,2022247230,2025-02-07,S,115301698470,Master,QRD,RECPT,8
648,996617652747583512,-,NQRD,QRD,2025-02-08,-,0000,RTM,PWB BOOKING,2022260682,2025-02-08,S,115403594403,Master,QRD,RECPT,8
248,910172977244025487,-,NQRD,QRD,2025-02-11,-,0000,NAD,PWB BOOKING,1008659869,2025-02-11,S,135924457568,Master,QRD,RECPT,8
506,396890724354974490,-,NQRD,QRD,2025-02-05,-,0000,BDTS,PWB BOOKING,2022237537,2025-02-05,S,136125576180,Master,QRD,RECPT,8
357,385527036897617238,-,NQRD,QRD,2025-02-05,-,0000,ADI,PWB DELIVERY,9000350021,2025-02-05,S,136267215713,Master,QRD,RECPT,8
21,342908737714016199,-,NQRD,QRD,2025-02-05,-,0000,ADI,PWB DELIVERY,9000350186,2025-02-05,S,158166099319,Master,QRD,RECPT,8
574,630760658464632198,-,NQRD,QRD,2025-02-08,-,0000,JAM,PWB BOOKING,1008649844,2025-02-08,S,179816285526,OTH,QRD,RECPT,8
1060,338150979524063671,-,NQRD,QRD,2025-02-05,-,0000,GIMB,PWB BOOKING,1008638048,2025-02-05,S,179835206249,Master,QRD,RECPT,8
229,250257313198323841,,NQRD,QRD,2025-02-08,,0000,INDB,LT BOOKING,3001195538,2025-02-08,S,180140362252,Master,QRD,RECPT,8
355,593417268406418331,-,NQRD,QRD,2025-02-07,-,0000,BL,PWB DELIVERY,9000370289,2025-02-07,S,180276514567,Master,QRD,RECPT,8
229,333399150384450211,,NQRD,QRD,2025-02-12,,0000,INDB,LT BOOKING,3001200344,2025-02-12,S,180325372557,Master,QRD,RECPT,8
1604,769983247169770574,-,NQRD,QRD,2025-02-09,-,0000,RTM,PWB BOOKING,1008652535,2025-02-09,S,180567935334,Master,QRD,RECPT,8
2580,221095708414754542,-,NQRD,QRD,2025-02-11,-,0000,ST,PWB BOOKING,1008660571,2025-02-11,S,180737585106,Master,QRD,RECPT,8
483,375259102513863254,-,NQRD,QRD,2025-02-09,-,0000,RJT,PWB DELIVERY,9000400584,2025-02-09,S,200382252226,Master,QRD,RECPT,8
903,53070482492695689,-,NQRD,QRD,2025-02-07,-,0000,OKHA,PWB BOOKING,1008644224,2025-02-07,S,201185817238,Master,QRD,RECPT,8
261,248289776139926779,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB BOOKING,2022261166,2025-02-08,S,221455391828,Master,QRD,RECPT,8
549,81445214448628017,,NQRD,QRD,2025-02-05,,0000,BVI,LT BOOKING,4002153315,2025-02-05,S,221461576046,Master,QRD,RECPT,8
271,96490784689026221,-,NQRD,QRD,2025-02-11,-,0000,INDB,PWB BOOKING,2022280410,2025-02-11,S,221563217500,Master,QRD,RECPT,8
35705,282610421661300247,,NQRD,QRD,2025-02-11,,0000,RJT,MR,8000430619,2025-02-11,S,221684609772,-,QRD,RECPT,8
3,713468828748005951,-,NQRD,QRD,2025-02-09,-,0000,BRC,PWB BOOKING,1008654214,2025-02-09,S,241827378043,Master,QRD,RECPT,8
531,348683507177965279,-,NQRD,QRD,2025-02-05,-,0000,DHD,PWB BOOKING,2022237004,2025-02-05,S,241882184571,Master,QRD,RECPT,8
53,733828320490852541,-,NQRD,QRD,2025-02-06,-,0000,ADI,PWB DELIVERY,9000358285,2025-02-06,S,242588655902,Master,QRD,RECPT,8
1753,608740542564547344,-,NQRD,QRD,2025-02-11,-,0000,BHUJ,PWB BOOKING,2022282399,2025-02-11,S,265248786543,Master,QRD,RECPT,8
1474,802678863692125022,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB BOOKING,2022261934,2025-02-08,S,265441106853,Master,QRD,RECPT,8
767,82266843637919207,,NQRD,QRD,2025-02-07,,0000,VAPI,LT BOOKING,4002155281,2025-02-07,S,287377064254,Master,QRD,RECPT,8
3,279897985279189422,-,NQRD,QRD,2025-02-08,-,0000,NMH,PWB BOOKING,1008647384,2025-02-08,S,288007491237,Master,QRD,RECPT,8
121,282905003431264820,-,NQRD,QRD,2025-02-12,-,0000,JAM,PWB BOOKING,1008664178,2025-02-12,S,308570941635,OTH,QRD,RECPT,8
2,458758033519468992,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB DELIVERY,9000387036,2025-02-08,S,308751227010,Master,QRD,RECPT,8
1478,237300043765476237,-,NQRD,QRD,2025-02-08,-,0000,BDTS,PWB BOOKING,1008650415,2025-02-08,S,309131150620,Master,QRD,RECPT,8
149,163476617494081956,-,NQRD,QRD,2025-02-06,-,0000,UJN,PWB BOOKING,1008640786,2025-02-06,S,309192765073,Master,QRD,RECPT,8
643,724930649220230252,-,NQRD,QRD,2025-02-12,-,0000,NMH,PWB BOOKING,1008662949,2025-02-12,S,329916130867,Master,QRD,RECPT,8
3,333551292192829393,-,NQRD,QRD,2025-02-07,-,0000,BRC,PWB BOOKING,1008647122,2025-02-07,S,330177529367,Master,QRD,RECPT,8
898,549785274517497721,,NQRD,QRD,2025-02-05,,0000,ST,LT BOOKING,3001192624,2025-02-05,S,149115569874,Master,QRD,RECPT,8
4415,583196947231304112,-,NQRD,QRD,2025-02-08,-,0000,INDB,PWB BOOKING,2022259143,2025-02-08,S,169667387267,Master,QRD,RECPT,8
809,801494597526509472,-,NQRD,QRD,2025-02-06,-,0000,SBIB,PWB DELIVERY,9000364341,2025-02-06,S,170214586612,Master,QRD,RECPT,8
3,347153520801860413,-,NQRD,QRD,2025-02-06,-,0000,BRC,PWB BOOKING,1008643439,2025-02-06,S,191316565217,Master,QRD,RECPT,8
7,961561153116111435,-,NQRD,QRD,2025-02-07,-,0000,BRC,PWB BOOKING,1008647202,2025-02-07,S,191684526028,Master,QRD,RECPT,8
236,87477393072545380,-,NQRD,QRD,2025-02-06,-,0000,NAD,PWB BOOKING,2022240750,2025-02-06,S,192040741723,Master,QRD,RECPT,8
152,726872203242757962,-,NQRD,QRD,2025-02-08,-,0000,GIMB,PWB BOOKING,1008649618,2025-02-08,S,211701327215,Master,QRD,RECPT,8
292,846535140500726590,,NQRD,QRD,2025-02-05,,0000,BH,LT BOOKING,3001192195,2025-02-05,S,211732480955,Master,QRD,RECPT,8
215,171166662791559202,-,NQRD,QRD,2025-02-08,-,0000,RTM,PWB BOOKING,2022259014,2025-02-08,S,211770160608,Master,QRD,RECPT,8
3,175911141456396397,-,NQRD,QRD,2025-02-10,-,0000,BRC,PWB BOOKING,1008657839,2025-02-10,S,212001183023,Master,QRD,RECPT,8
460,882570588712951289,-,NQRD,QRD,2025-02-10,-,0000,COR,PWB BOOKING,2022273940,2025-02-10,S,212292082858,Master,QRD,RECPT,8
133,871198607254688556,-,NQRD,QRD,2025-02-11,-,0000,BRC,PWB BOOKING,2022284000,2025-02-11,S,233161623794,Master,QRD,RECPT,8
3,644192028637051609,-,NQRD,QRD,2025-02-11,-,0000,NMH,PWB BOOKING,1008658065,2025-02-11,S,255588143836,Master,QRD,RECPT,8
226,943826732436865245,-,NQRD,QRD,2025-02-09,-,0000,BDTS,PWB BOOKING,1008653232,2025-02-09,S,255901885902,Master,QRD,RECPT,8
3205,784560629170923812,-,NQRD,QRD,2025-02-07,-,0000,GIMB,PWB BOOKING,2022250565,2025-02-07,S,277196726562,Master,QRD,RECPT,8
966,472316552251586272,-,NQRD,QRD,2025-02-11,-,0000,DDR,PWB BOOKING,1008658261,2025-02-11,S,277277552936,Master,QRD,RECPT,8
237,886309525579727533,-,NQRD,QRD,2025-02-05,-,0000,INDB,PWB BOOKING,2022234408,2025-02-05,S,277345019662,Master,QRD,RECPT,8
3,529351735483526347,-,NQRD,QRD,2025-02-07,-,0000,NMH,PWB BOOKING,1008643597,2025-02-07,S,277695318751,Master,QRD,RECPT,8
96,43658928973717052,-,NQRD,QRD,2025-02-12,-,0000,BDTS,PWB BOOKING,1008663790,2025-02-12,S,299130323754,Master,QRD,RECPT,8
88,104164853643961,-,NQRD,QRD,2025-02-11,-,0000,COR,PWB BOOKING,2022280638,2025-02-11,S,299305662528,Master,QRD,RECPT,8
1035,115710623514536327,,NQRD,QRD,2025-02-06,,0000,JAM,LT BOOKING,4002154526,2025-02-06,S,299995185103,OTH,QRD,RECPT,8
948,593028009793093364,-,NQRD,QRD,2025-02-07,-,0000,GIMB,PWB BOOKING,2022251704,2025-02-07,S,320124793849,Master,QRD,RECPT,8
352,876815388853391395,-,NQRD,QRD,2025-02-06,-,0000,BDTS,PWB BOOKING,2022239936,2025-02-06,S,320481914403,Master,QRD,RECPT,8
5,397946607775213439,-,NQRD,QRD,2025-02-05,-,0000,DDR,PWB BOOKING,1008636492,2025-02-05,S,320821118543,Master,QRD,RECPT,8
7,825249295761482986,-,NQRD,QRD,2025-02-09,-,0000,BRC,PWB BOOKING,1008654215,2025-02-09,S,342899070519,Master,QRD,RECPT,8
877,26336920191490931,,NQRD,QRD,2025-02-06,,0000,BH,LT BOOKING,3001193227,2025-02-06,S,343088972054,Master,QRD,RECPT,8
329,667214390107033424,-,NQRD,QRD,2025-02-07,-,0000,COR,PWB BOOKING,2022249083,2025-02-07,S,364917775323,Master,QRD,RECPT,8
251,833577495388881158,-,NQRD,QRD,2025-02-06,-,0000,NWU,PWB BOOKING,2022245103,2025-02-06,S,365568496391,Master,QRD,RECPT,8
3,286548004826384730,-,NQRD,QRD,2025-02-11,-,0000,ANND,PWB BOOKING,1008659422,2025-02-11,S,385903315897,OTH,QRD,RECPT,8
83,581776861311003260,-,NQRD,QRD,2025-02-05,-,0000,ST,PWB BOOKING,1008639561,2025-02-05,S,385985532245,Master,QRD,RECPT,8
84,305840208766040464,-,NQRD,QRD,2025-02-11,-,0000,ADI,PWB DELIVERY,9000431489,2025-02-11,S,386390725716,Master,QRD,RECPT,8
2803,769325186170472181,-,NQRD,QRD,2025-02-12,-,0000,PBR,PWB BOOKING,2022292373,2025-02-12,S,406666471501,Master,QRD,RECPT,8
